build_id,image_name,implementation,width,height,bit_depth,is_grayscale,histogram_us,scan_us,norm_scale_us,h2d_us,h2d_bytes,d2h_us,d2h_bytes
1776697874,wires_16b.png,optimized.cl,326,326,16,false,263,2241,4,52,637656,49,637656
1776697874,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2241,12368,123,1572864,133,1572864
1776697874,color_gradient_16bit.png,optimized.cl,512,512,16,false,454,2241,4,126,1572864,122,1572864
1776697874,building_16b.png,naive.cl,720,680,16,false,35,2241,13487,230,2937600,336,2937600
1776697874,building_16b.png,optimized.cl,720,680,16,false,832,2241,4,231,2937600,344,2937600
1776697874,paint_16b.png,naive.cl,500,375,16,false,12,2241,12810,90,1125000,112,1125000
1776697874,paint_16b.png,optimized.cl,500,375,16,false,402,2241,4,91,1125000,88,1125000
1776697874,cars_16b.png,naive.cl,370,415,16,false,10,2240,13035,74,921300,70,921300
1776697874,cars_16b.png,optimized.cl,370,415,16,false,310,2241,4,75,921300,70,921300
1776697874,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13577,108,1350000,115,1350000
1776697874,lamp_16b.png,optimized.cl,450,500,16,false,468,2242,4,108,1350000,105,1350000
1776697874,land_16b.png,naive.cl,1039,789,16,false,58,2241,13597,408,4918626,671,4918626
1776697874,land_16b.png,optimized.cl,1039,789,16,false,1339,2241,5,399,4918626,653,4918626
1776697874,robot_16b.png,naive.cl,450,450,16,false,29,2242,13369,96,1215000,94,1215000
1776697874,robot_16b.png,optimized.cl,450,450,16,false,386,2241,4,96,1215000,95,1215000
1776697876,test_16b.png,naive.cl,1024,683,16,true,39,2241,10252,113,1398784,108,1398784
1776697876,test_16b.png,optimized.cl,1024,683,16,true,1219,2241,4,113,1398784,108,1398784
1776697876,moon_16bit.png,naive.cl,560,420,16,false,16,2241,13340,112,1411200,109,1411200
1776697876,moon_16bit.png,optimized.cl,560,420,16,false,462,2240,4,111,1411200,109,1411200
1776697876,wires_16b.png,naive.cl,326,326,16,false,13,2244,13387,51,637656,49,637656
1776697876,wires_16b.png,optimized.cl,326,326,16,false,263,2241,4,53,637656,49,637656
1776697876,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2241,12368,126,1572864,121,1572864
1776697876,color_gradient_16bit.png,optimized.cl,512,512,16,false,451,2241,4,125,1572864,122,1572864
1776697876,building_16b.png,naive.cl,720,680,16,false,36,2241,13487,234,2937600,262,2937600
1776697876,building_16b.png,optimized.cl,720,680,16,false,829,2241,4,231,2937600,280,2937600
1776697876,paint_16b.png,naive.cl,500,375,16,false,12,2242,12809,90,1125000,88,1125000
1776697876,paint_16b.png,optimized.cl,500,375,16,false,400,2241,4,90,1125000,88,1125000
1776697876,cars_16b.png,naive.cl,370,415,16,false,10,2240,13057,75,921300,70,921300
1776697876,cars_16b.png,optimized.cl,370,415,16,false,313,2242,4,73,921300,70,921300
1776697876,lamp_16b.png,naive.cl,450,500,16,false,61,2245,13580,108,1350000,105,1350000
1776697876,lamp_16b.png,optimized.cl,450,500,16,false,469,2241,4,108,1350000,105,1350000
1776697876,land_16b.png,naive.cl,1039,789,16,false,58,2241,13597,397,4918626,626,4918626
1776697876,land_16b.png,optimized.cl,1039,789,16,false,1337,2241,4,767,4918626,1169,4918626
1776697876,robot_16b.png,naive.cl,450,450,16,false,28,2241,13368,189,1215000,186,1215000
1776697876,robot_16b.png,optimized.cl,450,450,16,false,390,2241,4,188,1215000,188,1215000
1776697878,test_16b.png,naive.cl,1024,683,16,true,40,2241,10251,219,1398784,215,1398784
1776697878,test_16b.png,optimized.cl,1024,683,16,true,1238,2241,5,238,1398784,214,1398784
1776697878,moon_16bit.png,naive.cl,560,420,16,false,17,2242,13341,219,1411200,216,1411200
1776697878,moon_16bit.png,optimized.cl,560,420,16,false,460,2242,4,219,1411200,216,1411200
1776697878,wires_16b.png,naive.cl,326,326,16,false,10,2241,13364,100,637656,97,637656
1776697878,wires_16b.png,optimized.cl,326,326,16,false,267,2241,5,101,637656,97,637656
1776697878,color_gradient_16bit.png,naive.cl,512,512,16,false,22,2243,12369,243,1572864,241,1572864
1776697878,color_gradient_16bit.png,optimized.cl,512,512,16,false,458,2241,5,243,1572864,241,1572864
1776697878,building_16b.png,naive.cl,720,680,16,false,36,2241,13487,231,2937600,346,2937600
1776697878,building_16b.png,optimized.cl,720,680,16,false,831,2241,4,231,2937600,602,2937600
1776697878,paint_16b.png,naive.cl,500,375,16,false,11,2241,12811,90,1125000,88,1125000
1776697878,paint_16b.png,optimized.cl,500,375,16,false,405,2241,4,91,1125000,88,1125000
1776697878,cars_16b.png,naive.cl,370,415,16,false,20,2249,13040,77,921300,70,921300
1776697878,cars_16b.png,optimized.cl,370,415,16,false,317,2242,4,75,921300,70,921300
1776697878,lamp_16b.png,naive.cl,450,500,16,false,60,2243,13580,108,1350000,106,1350000
1776697878,lamp_16b.png,optimized.cl,450,500,16,false,465,2241,4,108,1350000,105,1350000
1776697878,land_16b.png,naive.cl,1039,789,16,false,58,2241,13597,397,4918626,727,4918626
1776697878,land_16b.png,optimized.cl,1039,789,16,false,1334,2242,4,399,4918626,736,4918626
1776697878,robot_16b.png,naive.cl,450,450,16,false,27,2241,13368,97,1215000,94,1215000
1776697878,robot_16b.png,optimized.cl,450,450,16,false,386,2241,4,98,1215000,95,1215000
1776697879,test_16b.png,naive.cl,1024,683,16,true,40,2241,10252,114,1398784,108,1398784
1776697879,test_16b.png,optimized.cl,1024,683,16,true,1218,2241,4,115,1398784,109,1398784
1776697879,moon_16bit.png,naive.cl,560,420,16,false,16,2241,13339,112,1411200,109,1411200
1776697879,moon_16bit.png,optimized.cl,560,420,16,false,460,2241,4,114,1411200,109,1411200
1776697879,wires_16b.png,naive.cl,326,326,16,false,10,2241,13364,51,637656,49,637656
1776697879,wires_16b.png,optimized.cl,326,326,16,false,264,2241,5,53,637656,49,637656
1776697879,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2241,12368,124,1572864,121,1572864
1776697879,color_gradient_16bit.png,optimized.cl,512,512,16,false,451,2241,4,125,1572864,122,1572864
1776697879,building_16b.png,naive.cl,720,680,16,false,35,2241,13487,230,2937600,447,2937600
1776697879,building_16b.png,optimized.cl,720,680,16,false,833,2241,4,233,2937600,390,2937600
1776697879,paint_16b.png,naive.cl,500,375,16,false,11,2241,12810,90,1125000,88,1125000
1776697879,paint_16b.png,optimized.cl,500,375,16,false,402,2242,4,90,1125000,88,1125000
1776697879,cars_16b.png,naive.cl,370,415,16,false,11,2241,13057,121,921300,140,921300
1776697879,cars_16b.png,optimized.cl,370,415,16,false,313,2241,4,144,921300,140,921300
1776697879,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13578,209,1350000,207,1350000
1776697879,lamp_16b.png,optimized.cl,450,500,16,false,470,2241,4,209,1350000,207,1350000
1776697879,land_16b.png,naive.cl,1039,789,16,false,58,2241,13597,766,4918626,1052,4918626
1776697879,land_16b.png,optimized.cl,1039,789,16,false,1332,2241,5,767,4918626,950,4918626
1776697879,robot_16b.png,naive.cl,450,450,16,false,27,2241,13368,192,1215000,187,1215000
1776697879,robot_16b.png,optimized.cl,450,450,16,false,388,2241,4,191,1215000,186,1215000
1776697881,test_16b.png,naive.cl,1024,683,16,true,40,2240,10251,221,1398784,223,1398784
1776697881,test_16b.png,optimized.cl,1024,683,16,true,1224,2241,4,221,1398784,214,1398784
1776697881,moon_16bit.png,naive.cl,560,420,16,false,16,2241,13340,219,1411200,216,1411200
1776697881,moon_16bit.png,optimized.cl,560,420,16,false,461,2241,5,221,1411200,216,1411200
1776697881,wires_16b.png,naive.cl,326,326,16,false,11,2241,13386,51,637656,49,637656
1776697881,wires_16b.png,optimized.cl,326,326,16,false,262,2242,4,51,637656,49,637656
1776697881,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2122,11689,126,1572864,122,1572864
1776697881,color_gradient_16bit.png,optimized.cl,512,512,16,false,434,2123,4,125,1572864,122,1572864
1776697881,building_16b.png,naive.cl,720,680,16,false,34,2122,12744,231,2937600,355,2937600
1776697881,building_16b.png,optimized.cl,720,680,16,false,793,2122,3,231,2937600,363,2937600
1776697881,paint_16b.png,naive.cl,500,375,16,false,11,2121,12102,90,1125000,88,1125000
1776697881,paint_16b.png,optimized.cl,500,375,16,false,386,2122,4,90,1125000,88,1125000
1776697881,cars_16b.png,naive.cl,370,415,16,false,9,2121,12318,74,921300,70,921300
1776697881,cars_16b.png,optimized.cl,370,415,16,false,297,2122,4,75,921300,70,921300
1776697881,lamp_16b.png,naive.cl,450,500,16,false,54,2122,12830,108,1350000,105,1350000
1776697881,lamp_16b.png,optimized.cl,450,500,16,false,448,2122,4,108,1350000,105,1350000
1776697881,land_16b.png,naive.cl,1039,789,16,false,57,2122,12848,399,4918626,690,4918626
1776697881,land_16b.png,optimized.cl,1039,789,16,false,1275,2122,4,400,4918626,712,4918626
1776697881,robot_16b.png,naive.cl,450,450,16,false,26,2122,12632,96,1215000,94,1215000
1776697881,robot_16b.png,optimized.cl,450,450,16,false,368,2122,4,96,1215000,94,1215000
1776697883,test_16b.png,naive.cl,1024,683,16,true,39,2122,9688,113,1398784,108,1398784
1776697883,test_16b.png,optimized.cl,1024,683,16,true,1164,2121,4,115,1398784,108,1398784
1776697883,moon_16bit.png,naive.cl,560,420,16,false,16,2122,12605,115,1411200,109,1411200
1776697883,moon_16bit.png,optimized.cl,560,420,16,false,444,2122,4,111,1411200,109,1411200
1776697883,wires_16b.png,naive.cl,326,326,16,false,11,2123,12628,52,637656,49,637656
1776697883,wires_16b.png,optimized.cl,326,326,16,false,253,2121,4,52,637656,49,637656
1776697883,color_gradient_16bit.png,naive.cl,512,512,16,false,18,2122,11688,124,1572864,121,1572864
1776697883,color_gradient_16bit.png,optimized.cl,512,512,16,false,431,2121,4,125,1572864,123,1572864
1776697883,building_16b.png,naive.cl,720,680,16,false,33,2121,12744,230,2937600,382,2937600
1776697883,building_16b.png,optimized.cl,720,680,16,false,793,2122,4,231,2937600,399,2937600
1776697883,paint_16b.png,naive.cl,500,375,16,false,11,2122,12104,90,1125000,88,1125000
1776697883,paint_16b.png,optimized.cl,500,375,16,false,386,2123,4,90,1125000,88,1125000
1776697883,cars_16b.png,naive.cl,370,415,16,false,10,2122,12317,75,921300,70,921300
1776697883,cars_16b.png,optimized.cl,370,415,16,false,299,2121,4,75,921300,70,921300
1776697883,lamp_16b.png,naive.cl,450,500,16,false,55,2142,12956,108,1350000,107,1350000
1776697883,lamp_16b.png,optimized.cl,450,500,16,false,457,2142,4,108,1350000,105,1350000
1776697883,land_16b.png,naive.cl,1039,789,16,false,58,2241,13596,405,4918626,839,4918626
1776697883,land_16b.png,optimized.cl,1039,789,16,false,1330,2241,4,399,4918626,419,4918626
1776697883,robot_16b.png,naive.cl,450,450,16,false,27,2241,13368,97,1215000,95,1215000
1776697883,robot_16b.png,optimized.cl,450,450,16,false,384,2240,4,96,1215000,95,1215000
1776697885,test_16b.png,naive.cl,1024,683,16,true,40,2241,10251,113,1398784,108,1398784
1776697885,test_16b.png,optimized.cl,1024,683,16,true,1221,2241,8,114,1398784,108,1398784
1776697885,moon_16bit.png,naive.cl,560,420,16,false,16,2240,13340,112,1411200,109,1411200
1776697885,moon_16bit.png,optimized.cl,560,420,16,false,460,2241,4,111,1411200,109,1411200
1776697885,wires_16b.png,naive.cl,326,326,16,false,10,2240,13364,52,637656,49,637656
1776697885,wires_16b.png,optimized.cl,326,326,16,false,265,2241,5,53,637656,49,637656
1776697885,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2241,12368,124,1572864,121,1572864
1776697885,color_gradient_16bit.png,optimized.cl,512,512,16,false,456,2241,4,125,1572864,121,1572864
1776697885,building_16b.png,naive.cl,720,680,16,false,35,2241,13487,233,2937600,423,2937600
1776697885,building_16b.png,optimized.cl,720,680,16,false,830,2241,4,231,2937600,326,2937600
1776697885,paint_16b.png,naive.cl,500,375,16,false,11,2241,12808,90,1125000,88,1125000
1776697885,paint_16b.png,optimized.cl,500,375,16,false,403,2241,4,91,1125000,88,1125000
1776697885,cars_16b.png,naive.cl,370,415,16,false,10,2241,13035,75,921300,70,921300
1776697885,cars_16b.png,optimized.cl,370,415,16,false,311,2240,4,75,921300,70,921300
1776697885,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13577,108,1350000,105,1350000
1776697885,lamp_16b.png,optimized.cl,450,500,16,false,465,2241,4,108,1350000,105,1350000
1776697885,land_16b.png,naive.cl,1039,789,16,false,58,2241,13596,399,4918626,938,4918626
1776697885,land_16b.png,optimized.cl,1039,789,16,false,1337,2241,4,399,4918626,673,4918626
1776697885,robot_16b.png,naive.cl,450,450,16,false,26,2241,13368,189,1215000,186,1215000
1776697885,robot_16b.png,optimized.cl,450,450,16,false,395,2241,5,190,1215000,187,1215000
1776697886,test_16b.png,naive.cl,1024,683,16,true,40,2241,10251,218,1398784,214,1398784
1776697886,test_16b.png,optimized.cl,1024,683,16,true,1222,2241,5,223,1398784,214,1398784
1776697886,moon_16bit.png,naive.cl,560,420,16,false,16,2241,13340,219,1411200,216,1411200
1776697886,moon_16bit.png,optimized.cl,560,420,16,false,459,2242,4,218,1411200,216,1411200
1776697886,wires_16b.png,naive.cl,326,326,16,false,12,2242,13386,99,637656,97,637656
1776697886,wires_16b.png,optimized.cl,326,326,16,false,265,2241,4,99,637656,97,637656
1776697886,color_gradient_16bit.png,naive.cl,512,512,16,false,20,2241,12368,243,1572864,241,1572864
1776697886,color_gradient_16bit.png,optimized.cl,512,512,16,false,456,2241,4,246,1572864,241,1572864
1776697886,building_16b.png,naive.cl,720,680,16,false,36,2947,13487,455,2937600,374,2937600
1776697886,building_16b.png,optimized.cl,720,680,16,false,830,2241,4,231,2937600,346,2937600
1776697886,paint_16b.png,naive.cl,500,375,16,false,13,2242,12810,90,1125000,88,1125000
1776697886,paint_16b.png,optimized.cl,500,375,16,false,399,2241,4,90,1125000,88,1125000
1776697886,cars_16b.png,naive.cl,370,415,16,false,10,2241,13057,75,921300,70,921300
1776697886,cars_16b.png,optimized.cl,370,415,16,false,313,2241,4,74,921300,70,921300
1776697886,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13577,108,1350000,105,1350000
1776697886,lamp_16b.png,optimized.cl,450,500,16,false,471,2242,5,108,1350000,105,1350000
1776697886,land_16b.png,naive.cl,1039,789,16,false,58,2241,13596,402,4918626,818,4918626
1776697886,land_16b.png,optimized.cl,1039,789,16,false,1331,2241,4,404,4918626,647,4918626
1776697886,robot_16b.png,naive.cl,450,450,16,false,27,2241,13368,96,1215000,94,1215000
1776697886,robot_16b.png,optimized.cl,450,450,16,false,389,2241,4,99,1215000,94,1215000
1776697888,test_16b.png,naive.cl,1024,683,16,true,40,2241,10251,113,1398784,109,1398784
1776697888,test_16b.png,optimized.cl,1024,683,16,true,1221,2240,4,120,1398784,109,1398784
1776697888,moon_16bit.png,naive.cl,560,420,16,false,16,2204,13100,113,1411200,112,1411200
1776697888,moon_16bit.png,optimized.cl,560,420,16,false,453,2200,4,111,1411200,109,1411200
1776697888,wires_16b.png,naive.cl,326,326,16,false,10,2197,13095,52,637656,49,637656
1776697888,wires_16b.png,optimized.cl,326,326,16,false,262,2198,4,53,637656,49,637656
1776697888,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2198,12122,126,1572864,122,1572864
1776697888,color_gradient_16bit.png,optimized.cl,512,512,16,false,446,2199,4,126,1572864,122,1572864
1776697888,building_16b.png,naive.cl,720,680,16,false,35,2198,13215,231,2937600,419,2937600
1776697888,building_16b.png,optimized.cl,720,680,16,false,816,2198,4,231,2937600,262,2937600
1776697888,paint_16b.png,naive.cl,500,375,16,false,13,2199,12553,90,1125000,88,1125000
1776697888,paint_16b.png,optimized.cl,500,375,16,false,396,2198,4,90,1125000,88,1125000
1776697888,cars_16b.png,naive.cl,370,415,16,false,10,2197,12774,74,921300,70,921300
1776697888,cars_16b.png,optimized.cl,370,415,16,false,304,2198,4,75,921300,70,921300
1776697888,lamp_16b.png,naive.cl,450,500,16,false,56,2198,13304,108,1350000,105,1350000
1776697888,lamp_16b.png,optimized.cl,450,500,16,false,463,2198,4,108,1350000,106,1350000
1776697888,land_16b.png,naive.cl,1039,789,16,false,58,2198,13323,399,4918626,656,4918626
1776697888,land_16b.png,optimized.cl,1039,789,16,false,1312,2198,4,398,4918626,892,4918626
1776697888,robot_16b.png,naive.cl,450,450,16,false,26,2198,13099,97,1215000,98,1215000
1776697888,robot_16b.png,optimized.cl,450,450,16,false,381,2198,4,96,1215000,95,1215000
1776697890,test_16b.png,naive.cl,1024,683,16,true,39,2197,10046,112,1398784,108,1398784
1776697890,test_16b.png,optimized.cl,1024,683,16,true,1201,2198,4,113,1398784,108,1398784
1776697890,moon_16bit.png,naive.cl,560,420,16,false,16,2198,13072,113,1411200,109,1411200
1776697890,moon_16bit.png,optimized.cl,560,420,16,false,454,2198,4,111,1411200,109,1411200
1776697890,wires_16b.png,naive.cl,326,326,16,false,10,2198,13095,51,637656,49,637656
1776697890,wires_16b.png,optimized.cl,326,326,16,false,259,2198,4,52,637656,49,637656
1776697890,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2241,12368,126,1572864,122,1572864
1776697890,color_gradient_16bit.png,optimized.cl,512,512,16,false,459,2241,4,126,1572864,122,1572864
1776697890,building_16b.png,naive.cl,720,680,16,false,36,2241,13488,231,2937600,345,2937600
1776697890,building_16b.png,optimized.cl,720,680,16,false,828,2241,4,231,2937600,372,2937600
1776697890,paint_16b.png,naive.cl,500,375,16,false,13,2242,12809,90,1125000,88,1125000
1776697890,paint_16b.png,optimized.cl,500,375,16,false,402,2241,4,93,1125000,88,1125000
1776697890,cars_16b.png,naive.cl,370,415,16,false,14,2244,13037,75,921300,70,921300
1776697890,cars_16b.png,optimized.cl,370,415,16,false,309,2242,4,76,921300,70,921300
1776697890,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13578,108,1350000,108,1350000
1776697890,lamp_16b.png,optimized.cl,450,500,16,false,468,2241,4,110,1350000,105,1350000
1776697890,land_16b.png,naive.cl,1039,789,16,false,58,2241,13597,398,4918626,745,4918626
1776697890,land_16b.png,optimized.cl,1039,789,16,false,1335,2241,4,407,4918626,764,4918626
1776697890,robot_16b.png,naive.cl,450,450,16,false,28,2242,13368,97,1215000,94,1215000
1776697890,robot_16b.png,optimized.cl,450,450,16,false,392,2241,4,96,1215000,94,1215000
1776697891,test_16b.png,naive.cl,1024,683,16,true,40,2241,10251,113,1398784,108,1398784
1776697891,test_16b.png,optimized.cl,1024,683,16,true,1215,2240,4,114,1398784,108,1398784
1776697891,moon_16bit.png,naive.cl,560,420,16,false,18,2243,13342,114,1411200,109,1411200
1776697891,moon_16bit.png,optimized.cl,560,420,16,false,462,2248,5,115,1411200,109,1411200
1776697891,wires_16b.png,naive.cl,326,326,16,false,10,2241,13386,51,637656,49,637656
1776697891,wires_16b.png,optimized.cl,326,326,16,false,261,2241,4,53,637656,49,637656
1776697891,color_gradient_16bit.png,naive.cl,512,512,16,false,20,2242,12368,124,1572864,122,1572864
1776697891,color_gradient_16bit.png,optimized.cl,512,512,16,false,448,2241,4,125,1572864,122,1572864
1776697891,building_16b.png,naive.cl,720,680,16,false,36,2241,13487,231,2937600,735,2937600
1776697891,building_16b.png,optimized.cl,720,680,16,false,829,2241,4,450,2937600,733,2937600
1776697891,paint_16b.png,naive.cl,500,375,16,false,14,2243,12811,175,1125000,174,1125000
1776697891,paint_16b.png,optimized.cl,500,375,16,false,401,2241,4,176,1125000,173,1125000
1776697891,cars_16b.png,naive.cl,370,415,16,false,10,2241,13040,144,921300,140,921300
1776697891,cars_16b.png,optimized.cl,370,415,16,false,310,2241,4,144,921300,140,921300
1776697891,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13579,209,1350000,207,1350000
1776697891,lamp_16b.png,optimized.cl,450,500,16,false,469,2242,5,209,1350000,207,1350000
1776697891,land_16b.png,naive.cl,1039,789,16,false,59,2241,13597,772,4918626,1316,4918626
1776697891,land_16b.png,optimized.cl,1039,789,16,false,1341,2241,5,779,4918626,1124,4918626
1776697891,robot_16b.png,naive.cl,450,450,16,false,27,2241,13368,189,1215000,186,1215000
1776697891,robot_16b.png,optimized.cl,450,450,16,false,392,2241,5,191,1215000,187,1215000
1776697893,test_16b.png,naive.cl,1024,683,16,true,40,2240,10251,218,1398784,214,1398784
1776697893,test_16b.png,optimized.cl,1024,683,16,true,1226,2241,4,218,1398784,214,1398784
1776697893,moon_16bit.png,naive.cl,560,420,16,false,16,2241,13340,219,1411200,216,1411200
1776697893,moon_16bit.png,optimized.cl,560,420,16,false,467,2241,5,219,1411200,216,1411200
1776697893,wires_16b.png,naive.cl,326,326,16,false,10,2241,13364,99,637656,97,637656
1776697893,wires_16b.png,optimized.cl,326,326,16,false,266,2241,5,102,637656,49,637656
1776697893,color_gradient_16bit.png,naive.cl,512,512,16,false,20,2241,12367,125,1572864,122,1572864
1776697893,color_gradient_16bit.png,optimized.cl,512,512,16,false,455,2241,4,124,1572864,122,1572864
1776697893,building_16b.png,naive.cl,720,680,16,false,35,2241,13487,235,2937600,318,2937600
1776697893,building_16b.png,optimized.cl,720,680,16,false,831,2241,4,232,2937600,363,2937600
1776697893,paint_16b.png,naive.cl,500,375,16,false,11,2241,12809,90,1125000,88,1125000
1776697893,paint_16b.png,optimized.cl,500,375,16,false,403,2241,4,90,1125000,88,1125000
1776697893,cars_16b.png,naive.cl,370,415,16,false,10,2241,13036,75,921300,70,921300
1776697893,cars_16b.png,optimized.cl,370,415,16,false,312,2241,4,75,921300,70,921300
1776697893,lamp_16b.png,naive.cl,450,500,16,false,57,2241,13577,108,1350000,105,1350000
1776697893,lamp_16b.png,optimized.cl,450,500,16,false,462,2242,4,108,1350000,105,1350000
1776697893,land_16b.png,naive.cl,1039,789,16,false,58,2241,13597,401,4918626,607,4918626
1776697893,land_16b.png,optimized.cl,1039,789,16,false,1330,2241,4,767,4918626,1186,4918626
1776697893,robot_16b.png,naive.cl,450,450,16,false,27,2241,13368,189,1215000,186,1215000
1776697893,robot_16b.png,optimized.cl,450,450,16,false,390,2241,5,191,1215000,186,1215000
1776697895,test_16b.png,naive.cl,1024,683,16,true,40,2241,10251,218,1398784,214,1398784
1776697895,test_16b.png,optimized.cl,1024,683,16,true,1228,2241,4,221,1398784,214,1398784
1776697895,moon_16bit.png,naive.cl,560,420,16,false,16,2241,13339,219,1411200,227,1411200
1776697895,moon_16bit.png,optimized.cl,560,420,16,false,458,2241,4,219,1411200,216,1411200
1776697895,wires_16b.png,naive.cl,326,326,16,false,10,2143,12752,99,637656,97,637656
1776697895,wires_16b.png,optimized.cl,326,326,16,false,252,2142,4,102,637656,97,637656
1776697895,color_gradient_16bit.png,naive.cl,512,512,16,false,18,2142,11802,243,1572864,240,1572864
1776697895,color_gradient_16bit.png,optimized.cl,512,512,16,false,436,2143,4,243,1572864,241,1572864
1776697895,building_16b.png,naive.cl,720,680,16,false,34,2143,12869,452,2937600,364,2937600
1776697895,building_16b.png,optimized.cl,720,680,16,false,796,2142,4,231,2937600,271,2937600
1776697895,paint_16b.png,naive.cl,500,375,16,false,12,2143,12223,90,1125000,88,1125000
1776697895,paint_16b.png,optimized.cl,500,375,16,false,389,2142,4,90,1125000,88,1125000
1776697895,cars_16b.png,naive.cl,370,415,16,false,10,2142,12439,75,921300,70,921300
1776697895,cars_16b.png,optimized.cl,370,415,16,false,302,2142,4,75,921300,70,921300
1776697895,lamp_16b.png,naive.cl,450,500,16,false,58,2145,12958,108,1350000,105,1350000
1776697895,lamp_16b.png,optimized.cl,450,500,16,false,452,2142,4,108,1350000,105,1350000
1776697895,land_16b.png,naive.cl,1039,789,16,false,56,2142,12984,398,4918626,951,4918626
1776697895,land_16b.png,optimized.cl,1039,789,16,false,1289,2143,4,398,4918626,664,4918626
1776697895,robot_16b.png,naive.cl,450,450,16,false,26,2142,12756,96,1215000,94,1215000
1776697895,robot_16b.png,optimized.cl,450,450,16,false,370,2143,4,99,1215000,97,1215000
1776697896,test_16b.png,naive.cl,1024,683,16,true,38,2142,9784,118,1398784,108,1398784
1776697896,test_16b.png,optimized.cl,1024,683,16,true,1171,2141,7,113,1398784,108,1398784
1776697896,moon_16bit.png,naive.cl,560,420,16,false,15,2142,12729,112,1411200,109,1411200
1776697896,moon_16bit.png,optimized.cl,560,420,16,false,445,2142,4,113,1411200,109,1411200
1776697896,wires_16b.png,naive.cl,326,326,16,false,14,2146,12755,54,637656,49,637656
1776697896,wires_16b.png,optimized.cl,326,326,16,false,253,2142,4,51,637656,49,637656
1776697896,color_gradient_16bit.png,naive.cl,512,512,16,false,19,2241,12368,126,1572864,122,1572864
1776697896,color_gradient_16bit.png,optimized.cl,512,512,16,false,449,2241,4,124,1572864,122,1572864
1776697896,building_16b.png,naive.cl,720,680,16,false,35,2241,13487,249,2937600,263,2937600
1776697896,building_16b.png,optimized.cl,720,680,16,false,831,2241,4,231,2937600,289,2937600
1776697896,paint_16b.png,naive.cl,500,375,16,false,11,2241,12809,90,1125000,88,1125000
1776697896,paint_16b.png,optimized.cl,500,375,16,false,402,2241,4,90,1125000,88,1125000
1776697896,cars_16b.png,naive.cl,370,415,16,false,10,2241,13035,75,921300,70,921300
1776697896,cars_16b.png,optimized.cl,370,415,16,false,314,2240,4,75,921300,70,921300
1776697896,lamp_16b.png,naive.cl,450,500,16,false,55,2121,12827,108,1350000,105,1350000
1776697896,lamp_16b.png,optimized.cl,450,500,16,false,450,2122,5,108,1350000,105,1350000
1776697896,land_16b.png,naive.cl,1039,789,16,false,56,2121,12847,398,4918626,1106,4918626
1776697896,land_16b.png,optimized.cl,1039,789,16,false,1272,2121,3,403,4918626,864,4918626
1776697896,robot_16b.png,naive.cl,450,450,16,false,25,2122,12632,97,1215000,94,1215000
1776697896,robot_16b.png,optimized.cl,450,450,16,false,372,2121,4,96,1215000,94,1215000
1776697898,test_16b.png,naive.cl,1024,683,16,true,38,2121,9688,113,1398784,109,1398784
1776697898,test_16b.png,optimized.cl,1024,683,16,true,1172,2121,4,120,1398784,108,1398784
1776697898,moon_16bit.png,naive.cl,560,420,16,false,15,2122,12605,111,1411200,109,1411200
1776697898,moon_16bit.png,optimized.cl,560,420,16,false,440,2122,3,111,1411200,109,1411200
1776697898,wires_16b.png,naive.cl,326,326,16,false,10,2121,12627,51,637656,49,637656
1776697898,wires_16b.png,optimized.cl,326,326,16,false,249,2122,4,52,637656,49,637656
1776697898,color_gradient_16bit.png,naive.cl,512,512,16,false,18,2122,11688,125,1572864,121,1572864
1776697898,color_gradient_16bit.png,optimized.cl,512,512,16,false,430,2121,4,126,1572864,122,1572864
1776697898,building_16b.png,naive.cl,720,680,16,false,34,2121,12743,232,2937600,375,2937600
1776697898,building_16b.png,optimized.cl,720,680,16,false,796,2121,4,236,2937600,557,2937600
1776697898,paint_16b.png,naive.cl,500,375,16,false,11,2122,12103,90,1125000,88,1125000
1776697898,paint_16b.png,optimized.cl,500,375,16,false,381,2123,5,90,1125000,88,1125000
1776697898,cars_16b.png,naive.cl,370,415,16,false,9,2122,12317,74,921300,70,921300
1776697898,cars_16b.png,optimized.cl,370,415,16,false,296,2122,4,75,921300,70,921300
1776697898,lamp_16b.png,naive.cl,450,500,16,false,54,2122,12828,108,1350000,105,1350000
1776697898,lamp_16b.png,optimized.cl,450,500,16,false,450,2122,3,108,1350000,105,1350000
1776697898,land_16b.png,naive.cl,1039,789,16,false,56,2122,12847,402,4918626,625,4918626
1776697898,land_16b.png,optimized.cl,1039,789,16,false,1276,2122,4,400,4918626,441,4918626
1776697898,robot_16b.png,naive.cl,450,450,16,false,25,2122,12631,96,1215000,96,1215000
